
b2:6c:ac:9f:f1:c5,paysday,2,-82,32.10439907437414,35.209501432834735,720.9522612107127,2017-12-03 08:53:38
3c:52:82:ef:c4:3c,DIRECT-3B-HP DeskJet 3630 series,6,-61,32.103112658795794,35.20972713062699,698.4515190271773,2017-12-03 08:42:08
1c:b9:c4:16:e5:a8,Ariel_University,6,-76,32.10360044915835,35.210056997974235,698.72256910716,2017-12-03 08:47:06
1c:b9:c4:16:12:e8,Ariel_University,1,-90,32.10358120061593,35.20879532777539,702.3207686528216,2017-12-03 08:45:42
ec:8c:a2:88:94:17,,44,-72,32.10304417934987,35.20875733458957,700.4360586099152,2017-12-03 08:54:21
06:ae:db:3a:64:05,BezeqFree,1,-84,32.102458386443125,35.20743113335047,694.8881937656644,2017-12-03 08:37:27
1c:b9:c4:16:ed:3c,Ariel_University,44,-71,32.103085898385494,35.20973611954289,702.6688538585719,2017-12-03 08:55:08
1c:b9:c4:14:36:fc,Ariel_University,36,-84,32.10423235881814,35.2111784466841,704.2993113818352,2017-12-03 08:42:38
d0:0f:6d:f1:35:2f,Sveta,4,-85,32.10251814263996,35.20734901460898,698.9056862429085,2017-12-03 08:37:15
ec:8c:a2:88:a9:27,,44,-81,32.10377986390148,35.207818162044134,690.4231966047739,2017-12-03 08:38:22
ec:8c:a2:08:a9:28,Ariel_University,11,-71,32.10361868733057,35.20781670936575,690.5070726021237,2017-12-03 08:38:25
1c:b9:c4:15:3a:3c,Ariel_University,44,-82,32.102049198139355,35.20957634222167,691.3318336450411,2017-12-03 08:41:47
b2:6c:ac:a0:3d:eb,sinusafe,3,-72,32.103469311431084,35.20907040146158,695.8661582544762,2017-12-03 08:50:16
ec:8c:a2:08:a9:2c,Ariel_University,44,-81,32.103766485175285,35.20783180358039,690.3776746163047,2017-12-03 08:37:52
1c:b9:c4:16:04:7c,Ariel_University,60,-81,32.10222164490065,35.20939921466433,701.5734623007163,2017-12-03 08:41:53
14:ae:db:58:0d:6d,__ery,11,-91,32.10258798763252,35.20759021123835,693.1085203108703,2017-12-03 08:37:33
1c:b9:c4:16:ed:48,Ariel_University,6,-81,32.10362650826191,35.21010687671902,701.6270681508214,2017-12-03 09:03:21
00:1a:dd:f4:fc:85,Afikim_Wifi,8,-78,32.106211489963755,35.21194838735254,689.2763252871639,2017-12-03 08:39:19
ec:8c:a2:08:94:18,Ariel_University,1,-60,32.10288979029763,35.20894168563406,691.8273694760404,2017-12-03 08:41:31
ec:8c:a2:08:a9:38,Ariel_University,6,-81,32.10276968784859,35.207536172161696,695.1730814282531,2017-12-03 08:37:13
f8:e7:1e:33:87:38,Police_Shomron ,1,-86,32.106211489963755,35.21194838735254,689.2763252871639,2017-12-03 08:39:19
00:1a:dd:f4:fc:84,,8,-77,32.106211489963755,35.21194838735254,689.2763252871639,2017-12-03 08:39:19
ec:8c:a2:88:a9:37,,36,-81,32.103254567862166,35.20776621667453,690.8153989055744,2017-12-03 08:37:55
a2:6c:ac:a0:60:4d,incentive2,1,-72,32.104392913260085,35.20954822582623,690.103691995055,2017-12-03 08:57:50
1c:b9:c4:14:2b:c8,Ariel_University,6,-69,32.1050169403993,35.211127308230964,702.3224145613265,2017-12-03 08:47:50
b2:6c:ac:9f:fb:1f,iagree,1,-69,32.10460470197165,35.20974686570655,695.4591440350571,2017-12-03 08:50:00
ec:8c:a2:08:a9:3c,Ariel_University,36,-75,32.10294522725105,35.20767327460506,691.0835484362619,2017-12-03 08:37:39
1c:b9:c4:14:2f:68,Ariel_University,6,-67,32.10271363455412,35.208796834764435,697.5388366473469,2017-12-03 08:41:34
1c:b9:c4:16:05:7c,Ariel_University,36,-89,32.10486876142233,35.21070178146638,709.286723342631,2017-12-03 08:53:41
1c:b9:c4:94:2b:d7,,36,-78,32.102278046502754,35.20926738007158,697.3514191595569,2017-12-03 08:41:40
00:1d:aa:81:d8:3c,KCG-ADSL,3,-64,32.10285315496636,35.209783323477055,703.7357989539665,2017-12-03 08:55:02
1c:b9:c4:95:43:e7,,36,-90,32.10199115789806,35.20958210879809,691.3292746776632,2017-12-03 08:41:50
a2:6c:ac:a0:60:55,incentive2,36,-82,32.104568792116325,35.20969930203204,704.3331469531614,2017-12-03 08:45:16
b2:6c:ac:9f:fb:27,iagree,36,-89,32.10489300606392,35.20928224839672,690.7435731036957,2017-12-03 08:38:52
ec:8c:a2:08:92:48,Ariel_University,6,-85,32.10461272357625,35.20792963641949,689.6670161410832,2017-12-03 08:38:25
1c:b9:c4:15:23:5c,Ariel_University,36,-91,32.104079300627305,35.20894493919268,693.2106002961864,2017-12-03 08:41:10
58:70:c6:fb:96:30,YICarCam_fb9630,5,-88,32.10473133,35.21000489,687.0,2017-12-03 08:49:58
1c:b9:c4:16:e5:ac,Ariel_University,36,-88,32.10360554777893,35.20981182556972,696.9845369879256,2017-12-03 08:42:17
ec:8c:a2:08:79:88,Ariel_University,1,-88,32.10493454942741,35.210993687799785,688.9904963388942,2017-12-03 08:45:01
1c:b9:c4:15:43:e8,Ariel_University,1,-75,32.10240543849414,35.20907080925338,700.5464770046951,2017-12-03 08:46:19
1c:b9:c4:14:2b:d8,Ariel_University,1,-63,32.10239321521823,35.20935115233506,693.5101064857049,2017-12-03 08:46:09
ec:8c:a2:08:92:4c,Ariel_University,36,-88,32.10461272357625,35.20792963641949,689.6670161410832,2017-12-03 08:38:25
c8:be:19:07:77:b9,Bezeq-N_0777b8,11,-88,32.10413712623305,35.21082446017363,704.7212452331758,2017-12-03 08:51:42
1c:b9:c4:94:2b:c7,,36,-80,32.1050271314145,35.21103245039248,700.7822284453173,2017-12-03 08:40:37
8c:0c:90:6f:36:58,,1,-74,32.10469679843252,35.20989545907705,702.0194581996561,2017-12-03 08:40:55
8c:0c:90:2f:36:58,Ariel_University,1,-71,32.10477172181257,35.21001197689166,701.0490266501246,2017-12-03 08:40:52
90:6c:ac:a0:3d:eb,Guest,3,-73,32.103635443118556,35.20922846375579,699.731408946394,2017-12-03 08:54:05
1c:b9:c4:15:1c:bc,Ariel_University,36,-90,32.103388164157224,35.209780212663475,713.0579802632583,2017-12-03 08:46:43
00:27:19:13:fc:a4,KCG_20,11,-85,32.10520095441039,35.211813446554004,694.5187617004623,2017-12-03 08:47:21
24:79:2a:2b:02:78,Ariel_University,6,-80,32.10381301,35.21016707,708.0,2017-12-03 09:06:35
1c:b9:c4:94:2f:67,,36,-84,32.10293474085022,35.20878314332855,707.5299710413922,2017-12-03 08:50:36
d0:bf:9c:db:31:30,HP-Print-30-Officejet 7610,6,-73,32.10465458359187,35.2098436761803,695.9864142676977,2017-12-03 08:49:58
ec:8c:a2:09:93:b8,Ariel_University,11,-90,32.10297429619621,35.20769754582129,690.9460551220589,2017-12-03 08:37:45
24:79:2a:2b:34:e8,Ariel_University,1,-90,32.10507123327566,35.21145722461369,693.5785828198289,2017-12-03 08:40:16
